Line,bus1,bus2
Line.LN6381820-1,bus1=M1125962,bus2=L3123452
Line.LN6103662-1,bus1=P893610.2,bus2=M1108302.2
Line.LN6262430-1,bus1=P829797.1,bus2=M1108483.1
Line.LN5742813-1,bus1=M1069174.3,bus2=L2841629.3
Line.LN6199527-1,bus1=L3254218,bus2=L2860490
Line.LN5986925-2,bus1=L2897769.3,bus2=L3778577.3
Line.LN5742811-1,bus1=M1047507,bus2=L2820531
Line.LN5926284-3,bus1=L3626914.3,bus2=M1089102.3
Line.LN6413954-1,bus1=L2955077,bus2=M1142851
Line.LN6411366-1,bus1=L3048196.2,bus2=M1089097.2
Line.LN6412354-1,bus1=M1166373,bus2=M1166374
Line.LN5895789-2,bus1=N1139552,bus2=M1026702
Line.LN6383060-2,bus1=P827533.2,bus2=N1139538.2
Line.LN6259984-1,bus1=L3160098,bus2=M1089213
Line.LN5591814-1,bus1=M1108317.3,bus2=L2820590.3
Line.LN5502531-1,bus1=L3104125,bus2=M1089131
Line.LN5863746-1,bus1=M1009770.2,bus2=M1009771.2
Line.LN5956499-3,bus1=Q14411,bus2=M1069428
Line.LN5769126-1,bus1=L3118855,bus2=L3231255
Line.LN3693186_sw,bus1=D5861005-2_INT,bus2=Q1301
Line.LN5861005-2,bus1=196-31070,bus2=D5861005-2_INT
Line.LN5714043-1,bus1=M1027071.3,bus2=L3235241.3
Line.LN5835138-1,bus1=L2729409.2,bus2=L2841624.2
Line.LN6411383-1,bus1=L3235254,bus2=M1026855
Line.LN81048100-2,bus1=L2708744.2,bus2=L2690187.2
Line.LN6019479-1,bus1=M1026851.1,bus2=P827536.1
Line.LN5714044-1,bus1=M1069467.1,bus2=M1069466.1
Line.LN6260000-1,bus1=L2841636.2,bus2=M1026324.2
Line.LN5985347-1,bus1=M1069521.1,bus2=M1069524.1
Line.LN6348967-1,bus1=M1027091.1,bus2=M1027092.1
Line.LN5833611-1,bus1=L2858163.1,bus2=L2766747.1
Line.LN5593251-1,bus1=M1069464,bus2=M1069461
Line.LN5837358-1,bus1=M1026701.1,bus2=P827560.1
Line.LN5894218-1,bus1=M1069629.2,bus2=M1069640.2
Line.LN6195132-1,bus1=M1108298.2,bus2=P893610.2
Line.LN6229829-2,bus1=L2822877,bus2=N1138598
Line.LN6380825-1,bus1=M1009715.1,bus2=M1009705.1
Line.LN5624375-1,bus1=M1166387.3,bus2=L3198347.3
Line.LN5533710-1,bus1=M1108489.1,bus2=M1108492.1
Line.LN6196270-2,bus1=L3226771.1,bus2=L3189190.1
Line.LN5653464-1,bus1=M1026308.2,bus2=L2991918.2
Line.LN5986919-1,bus1=L2954339.2,bus2=L3048200.2
Line.LN5807086-1,bus1=P829956.3,bus2=L3160861.3
Line.LN5805676-2,bus1=M1108483.1,bus2=N1142098.1
Line.LN6108170-1,bus1=M1047793.2,bus2=M1047795.2
Line.LN6292466-1,bus1=M1047552.2,bus2=P827529.2
Line.LN5472394-1,bus1=M1026708,bus2=M1026709
Line.LN6017328-1,bus1=L2804283.1,bus2=L2916627.1
Line.LN5957493-1,bus1=M1125917,bus2=M1125914
Line.LN5623403-1,bus1=L3029498,bus2=M1089143
Line.LN6320333-1,bus1=M1047773.2,bus2=L2973152.2
Line.LN5865241-1,bus1=M1047441.2,bus2=M1047442.2
Line.LN6259998-3,bus1=N1140522.3,bus2=L2822870.3
Line.LN6046058-1,bus1=M1166369.1,bus2=L2839305.1
Line.LN6229788-1,bus1=M1027101.2,bus2=L2710508.2
Line.LN6896673-7,bus1=M3763624,bus2=M3763618
Line.LN6169257-1,bus1=M1026861,bus2=M1026858
Line.LN5682375-1,bus1=M1047409.1,bus2=L3082992.1
Line.LN6106584-1,bus1=M1010011.1,bus2=M1010008.1
Line.LN5472403-3,bus1=M1026706,bus2=N1140828
Line.LN6137009-2,bus1=M1125952,bus2=L3214069
Line.LN5502536-2,bus1=M1026655.3,bus2=N1141475.3
Line.LN5926304-1,bus1=M1026925.1,bus2=L3235249.1
Line.LN5806921-1,bus1=P827555.2,bus2=M1047794.2
Line.LN6108146-1,bus1=L3197643.2,bus2=M1026339.2
Line.LN5803267-1,bus1=M1089097.2,bus2=M1108268.2
Line.LN5486729-1,bus1=M1069311,bus2=M1069310
Line.LN5835142-1,bus1=M1047423.1,bus2=M1047420.1
Line.LN5683842-1,bus1=L2897791.2,bus2=M1069613.2
Line.LN6047598-1,bus1=M1026823.1,bus2=L2879087.1
Line.V7313_48332_sw,bus1=D5806920-1_INT.2,bus2=E182726.2
Line.LN5806920-1,bus1=M1027039.2,bus2=D5806920-1_INT.2
Line.LN5987955-2,bus1=M1142873.3,bus2=L3552667.3
Line.LN5744371-1,bus1=M1026890.1,bus2=L2954357.1
Line.LN6352702-1,bus1=M1069438.3,bus2=P827575.3
Line.LN5835151-1,bus1=L2785530.1,bus2=L2822868.1
Line.LN5894212-2,bus1=M1069556,bus2=M1069564
Line.LN5774458-1,bus1=M1026907,bus2=M1026915
Line.LN5895771-2,bus1=M1069466.1,bus2=N1139264.1
Line.LN5837355-1,bus1=P827523.3,bus2=L2879076.3
Line.LN6015811-1,bus1=M1027087.1,bus2=L2726983.1
Line.LN81048106-1,bus1=M1108460.1,bus2=L2821087.1
Line.LN5804835-1,bus1=L2916627.1,bus2=L2673310.1
Line.LN5805676-3,bus1=N1142098.1,bus2=L2936212.1
Line.LN6043468-3,bus1=N1142106.2,bus2=L2936213.2
Line.LN6047566-1,bus1=L2673313,bus2=M1027011
Line.LN6381855-1,bus1=M1209788.3,bus2=M1209795.3
Line.LN5943422-3,bus1=L2746587.3,bus2=N1147858.3
Line.LN81048088-1,bus1=M1108378.1,bus2=P904451.1
Line.LN5683827-2,bus1=M1026662.3,bus2=N1140832.3
Line.LN5532782-1,bus1=L2897800.2,bus2=M1047809.2
Line.LN6106580-1,bus1=M1026805.1,bus2=L3120502.1
Line.LN5562946-1,bus1=M1069526.2,bus2=L2673331.2
Line.LN5920279-2,bus1=N1142100,bus2=M1108490
Line.LN5621886-1,bus1=M1009805,bus2=M1009784
Line.LN6290209-1,bus1=L3122816,bus2=L3160103
Line.LN5863714-2,bus1=E182729,bus2=M1069503
Line.LN6106583-4,bus1=M1027121.1,bus2=N1134469.1
Line.LN6015794-1,bus1=M1089205.1,bus2=M1089200.1
Line.LN81048103-2,bus1=L3027670.2,bus2=M1108459.2
Line.LN6078689-1,bus1=M1108540.3,bus2=L2955006.3
Line.LN5683805-1,bus1=L3235241.3,bus2=L2691941.3
Line.LN6199558-1,bus1=M1108361.3,bus2=M1089155.3
Line.LN6286109-1,bus1=M1125960,bus2=M1125962
Line.LN6350556-3,bus1=N1136367,bus2=M1069515
Line.LN5625548-1,bus1=M1069131.1,bus2=P827534.1
Line.LN6199546-1,bus1=M1069530.2,bus2=M1069526.2
Line.LN6108136-1,bus1=M1069189,bus2=M1069184
Line.LN5511594-1,bus1=M1047707.1,bus2=L3159645.1
Line.LN5986945-1,bus1=M1069629.2,bus2=M1069632.2
Line.LN5746703-1,bus1=P829957.3,bus2=L3160863.3
Line.LN6049963-1,bus1=M1125914.2,bus2=P829963.2
Line.LN5803301-1,bus1=M1010014.1,bus2=M1010013.1
Line.LN6318740-2,bus1=P895409.3,bus2=N1137998.3
Line.LN6380803-1,bus1=M1047836.2,bus2=L3048199.2
Line.LN6170256-1,bus1=L3067478,bus2=M1125994
Line.LN6077774-1,bus1=M1047480,bus2=M1069483
Line.LN5649361-1,bus1=M1108524.3,bus2=M1108520.3
Line.LN6199504-1,bus1=L2841615.1,bus2=M1026931.1
Line.LN6047558-1,bus1=M1089103.2,bus2=L2673305.2
Line.LN5986924-1,bus1=M1047721.1,bus2=M1047723.1
Line.LN5593237-1,bus1=M1026366.1,bus2=L3104131.1
Line.LN6347196-3,bus1=L2973167,bus2=N1140819
Line.LN6228328-1,bus1=M1027055.1,bus2=M1027056.1
Line.LN6047557-2,bus1=M1069496,bus2=N1134475
Line.LN6230695-1,bus1=M1108486.1,bus2=L3067447.1
Line.LN6379351-1,bus1=M1108354.3,bus2=M1108350.3
Line.LN81048230-1,bus1=L2916625.2,bus2=L3139598.2
Line.LN5621833-3,bus1=N1140829.3,bus2=M1026703.3
Line.LN5593224-2,bus1=M3036164.2,bus2=L3085397.2
Line.LN5806918-2,bus1=P827508.1,bus2=N1139540.1
Line.LN7064337-2,bus1=M1125917.3,bus2=P1197121.3
Line.LN5774487-1,bus1=L2748140.1,bus2=L3141412.1
Line.LN6290226-1,bus1=M1069619.2,bus2=M1069620.2
Line.LN6015788-1,bus1=M1069191.1,bus2=L3195315.1
Line.LN5954962-1,bus1=M1047769.2,bus2=L3197632.2
Line.LN5504712-1,bus1=M1047480.1,bus2=P827504.1
Line.LN5686246-1,bus1=P903354.1,bus2=L2936270.1
Line.LN6017296-1,bus1=M1069202.3,bus2=L2785524.3
Line.LN6292462-1,bus1=M1026463.2,bus2=P827495.2
Line.LN5532743-1,bus1=M1069155,bus2=M1069154
Line.LN6350549-1,bus1=M1047319.3,bus2=L2991921.3
Line.LN6411370-1,bus1=L2710510.3,bus2=L3197628.3
Line.LN6199523-2,bus1=M1026662.3,bus2=N1140831.3
Line.LN6047576-1,bus1=M1047490,bus2=L2726973
Line.LN5561440-2,bus1=M1069548.3,bus2=N1136358.3
Line.LN6318745-2,bus1=N1144666.3,bus2=M1027041.3
Line.LN5623391-1,bus1=L3235242.3,bus2=M1089195.3
Line.LN6201695-3,bus1=N1137957.1,bus2=L3104119.1
Line.LN6321458-1,bus1=M1142811.1,bus2=L2917330.1
Line.LN6018241-1,bus1=L2936211.3,bus2=L2842329.3
Line.LN5864458-1,bus1=M1125961.3,bus2=M1125959.3
Line.LN81048107-3,bus1=L3252336.2,bus2=L3233413.2
Line.LN5684838-1,bus1=L2973791,bus2=L3179650
Line.LN5957502-1,bus1=P860843.3,bus2=L3179682.3
Line.LN6262263-1,bus1=M1026961.1,bus2=L2710516.1
Line.LN6018329-1,bus1=M1142826.2,bus2=L3160864.2
Line.LN5679773-1,bus1=M1089141.1,bus2=P895105.1
Line.LN6077443-1,bus1=M1108378,bus2=M1108379
Line.LN5956497-1,bus1=M1047623.1,bus2=L2748157.1
Line.LN6411393-1,bus1=M1026906.1,bus2=L3048212.1
Line.LN6505939-4,bus1=L3048207.2,bus2=M3036164.2
Line.LN5653465-1,bus1=M1026366.1,bus2=L3122824.1
Line.LN6320362-1,bus1=M1027073.3,bus2=L2879089.3
Line.LN6359077-1,bus1=L2937757.3,bus2=L3067448.3
Line.LN6268990-3,bus1=M1047615.3,bus2=N1136995.3
Line.LN8961797-2,bus1=L2897554.3,bus2=193-46661.3
Line.LN5472366-1,bus1=M1026308.2,bus2=L2991902.2
Line.LN5865266-1,bus1=M1069390.1,bus2=L2897801.1
Line.LN5533709-1,bus1=L2936213.2,bus2=M1108527.2
Line.LN6044631-1,bus1=M1009650,bus2=E203026
Line.LN5956474-1,bus1=M1026779.1,bus2=L2973169.1
Line.LN5500962-1,bus1=L2954347.2,bus2=M1026953.2
Line.LN5587291-4,bus1=Q14734,bus2=M1108529
Line.LN6047563-1,bus1=L3197631.1,bus2=L2748127.1
Line.LN5473414-1,bus1=M1209814,bus2=M1209811
Line.LN6320338-1,bus1=M1026920.2,bus2=L2729408.2
Line.LN6260030-1,bus1=L3048228.3,bus2=L2991940.3
Line.LN6364659-1,bus1=M1108395,bus2=L2728247
Line.LN5714062-1,bus1=M1069535.2,bus2=L2804271.2
Line.LN5479790-2,bus1=L2916234.1,bus2=M1047423.1
Line.LN5775438-1,bus1=M1125994,bus2=M1125997
Line.LN6077777-1,bus1=L2673316.1,bus2=M1089138.1
Line.LN5965099-9,bus1=N1138607,bus2=L3159448
Line.LN6048525-1,bus1=L3048890.3,bus2=M1166402.3
Line.LN5500984-3,bus1=N1142105.1,bus2=L3027122.1
Line.LN6259990-1,bus1=L3010563.1,bus2=L2841623.1
Line.LN5654470-1,bus1=M1142826.2,bus2=M1125940.2
Line.LN6229796-1,bus1=L2991908.1,bus2=L3178973.1
Line.LN5742816-1,bus1=M1047826.2,bus2=M1047825.2
Line.LN5623395-1,bus1=M1047767.2,bus2=L2879068.2
Line.LN6001653-3,bus1=M1026844,bus2=L2876814
Line.LN5532757-1,bus1=M1047344.1,bus2=L3066819.1
Line.LN5896824-1,bus1=M1142835.3,bus2=L3104853.3
Line.LN8978753-2,bus1=221-311359,bus2=L3234149
Line.LN5528572-3,bus1=N1139537.1,bus2=L3122826.1
Line.LN6350577-1,bus1=L2673346,bus2=L3254238
Line.LN5943422-4,bus1=N1147858.3,bus2=L2991933.3
Line.LN5744334-1,bus1=M1069155.3,bus2=L3254210.3
Line.LN5533708-1,bus1=L2955005.2,bus2=M1108372.2
Line.LN5898056-1,bus1=M1069483.3,bus2=P827503.3
Line.LN6381845-1,bus1=M1209795.3,bus2=L2936268.3
Line.LN5527400-1,bus1=L2688692,bus2=M1108286
Line.LN6138590-1,bus1=M1008742.2,bus2=L2804247.2
Line.LN6229817-1,bus1=M1069544.2,bus2=L2804272.2
Line.LN5965099-2,bus1=L3159448,bus2=M1069311
Line.LN5865233-1,bus1=M1047744.1,bus2=L3178971.1
Line.LN6991381-8,bus1=L3728040.1,bus2=L3728041.1
Line.LN6077798-1,bus1=M1069509,bus2=L2766738
Line.LN5926306-1,bus1=L3104128.1,bus2=L2673315.1
Line.LN5604685-2,bus1=M1089145,bus2=L3047289
Line.LN6199509-1,bus1=M1108270.2,bus2=L2785516.2
Line.LN5957491-1,bus1=M1125940.2,bus2=L3048963.2
Line.A8611_48332_sw,bus1=D5799561-2_INT,bus2=E193509
Line.LN5799561-2,bus1=L3081380,bus2=D5799561-2_INT
Line.LN5986932-1,bus1=M1069199.3,bus2=L2785525.3
Line.LN5805767-1,bus1=L3198356.3,bus2=M1108345.3
Line.LN5502539-1,bus1=L3197641.1,bus2=L2973161.1
Line.LN6201850-1,bus1=E183493,bus2=M1125902
Line.LN6506313-4,bus1=L2897778.1,bus2=M3037452.1
Line.LN6169254-1,bus1=L3085402.1,bus2=M1026394.1
Line.LN5565094-1,bus1=M1047768.2,bus2=P827554.2
Line.LN5534968-1,bus1=P827515.1,bus2=L2991909.1
Line.LN5621837-2,bus1=P901910.2,bus2=N1139252.2
Line.LN6206281-1,bus1=M1026722.2,bus2=M1026736.2
Line.LN5593234-1,bus1=M1089115,bus2=M1089112
Line.LN6260021-1,bus1=M1026986,bus2=M1026997
Line.LN6076268-1,bus1=M1009742.1,bus2=P901972.1
Line.LN6015889-3,bus1=L3086078.1,bus2=M4118755.1
Line.LN6169251-1,bus1=M1026978,bus2=M1026979
Line.LN5985351-2,bus1=L3082981.3,bus2=M1108368.3
Line.LN6228304-1,bus1=M1069595.2,bus2=L2916619.2
Line.LN5774496-1,bus1=L3235275,bus2=M1026347
Line.LN5653460-6,bus1=M3768670,bus2=L3235254
Line.LN8979370-1,bus1=M1069248.1,bus2=L2915534.1
Line.LN5746705-1,bus1=M1142843.1,bus2=P829976.1
Line.LN5804801-1,bus1=L2710519.1,bus2=M1047344.1
Line.LN5774486-1,bus1=M1026820.1,bus2=L3141403.1
Line.LN6350535-1,bus1=L2879069.1,bus2=L3197633.1
Line.LN6290230-1,bus1=M1069504,bus2=M1069500
Line.LN5895812-1,bus1=M1069382,bus2=L2822877
Line.LN5807090-1,bus1=M1108298.2,bus2=M1108299.2
Line.LN6201702-3,bus1=P827560.1,bus2=N1147866.1
Line.LN6320340-1,bus1=M1026327.2,bus2=L3197643.2
Line.LN6047602-1,bus1=L2710537.2,bus2=M1008752.2
Line.LN6017291-1,bus1=M1026940.2,bus2=M1026935.2
Line.LN6506319-2,bus1=L2710509.3,bus2=M1108364.3
Line.LN6350554-1,bus1=L2897789.2,bus2=M1069662.2
Line.LN5534964-1,bus1=P827495.2,bus2=M1026466.2
Line.LN5502559-1,bus1=M1047794.2,bus2=M1047792.2
Line.LN5745360-1,bus1=L3160878.3,bus2=L2917336.3
Line.LN6199517-1,bus1=M1026977,bus2=M1026978
Line.LN5562936-1,bus1=M1026377.1,bus2=M1026378.1
Line.LN5830952-1,bus1=M1108532.2,bus2=P895082.2
Line.LN5803984-2,bus1=L3214112.2,bus2=L3160104.2
Line.LN5706733-1,bus1=L2973144.3,bus2=L2724120.3
Line.LN5865240-1,bus1=M1026979.2,bus2=L2748152.2
Line.LN6425615-1,bus1=L3254237,bus2=M1108387
Line.LN6048598-2,bus1=M3036162.2,bus2=L2955055.2
Line.LN6291253-1,bus1=M1108315,bus2=M1108311
Line.LN6199514-1,bus1=L2991907.1,bus2=M1069192.1
Line.LN6137086-2,bus1=M1047812.2,bus2=M4350438.2
Line.LN6321372-2,bus1=N1142103,bus2=L3104830
Line.LN6320326-1,bus1=M1089162.3,bus2=L3197626.3
Line.LN6169246-1,bus1=L3010560,bus2=M1047483
Line.LN6350533-4,bus1=M1069420,bus2=M4277837
Line.LN6231993-1,bus1=L3160102,bus2=P827514
Line.LN6048521-1,bus1=M1108375.3,bus2=L3160793.3
Line.LN5487004-7,bus1=N1147860.3,bus2=L3177881.3
Line.LN4625876_sw,bus1=D5835167-6_INT,bus2=Q14414
Line.LN5835167-6,bus1=L3048221,bus2=D5835167-6_INT
Line.LN6320327-1,bus1=L2748128.3,bus2=M1089170.3
Line.LN5928744-1,bus1=P829965,bus2=L2936271
Line.LN6013613-1,bus1=M1047453.2,bus2=L2913406.2
Line.LN5563901-2,bus1=L3104830,bus2=N1142104
Line.LN5924705-2,bus1=M1069563.1,bus2=N1136360.1
Line.LN6504018-1,bus1=M3032977,bus2=M1166366
Line.LN6292826-1,bus1=M1026927,bus2=196-29518
Line.LN5624381-1,bus1=M1166355.1,bus2=L2805035.1
Line.LN5804823-1,bus1=M1026713.1,bus2=L2785530.1
Line.LN6047583-1,bus1=L2991922,bus2=M1047339
Line.LN5593244-1,bus1=L2804270.2,bus2=L3104145.2
Line.LN5744336-1,bus1=M1027013,bus2=M1027023
Line.LN6900591-8,bus1=L3649298.1,bus2=L3649299.1
Line.LN5562924-1,bus1=M1047386.2,bus2=M1047388.2
Line.LN5835148-1,bus1=M1047322.1,bus2=L3048211.1
Line.LN6047579-1,bus1=L2822870.3,bus2=L2766725.3
Line.LN5804799-1,bus1=M1026847.1,bus2=L2673311.1
Line.LN5956466-1,bus1=M1027043,bus2=M1027055
Line.LN5712578-1,bus1=L3008279.1,bus2=L2785537.1
Line.LN5958700-2,bus1=P827498.1,bus2=N1136032.1
Line.LN81048103-1,bus1=M1108412.2,bus2=L3027670.2
Line.LN6259981-1,bus1=M1009834.2,bus2=L3178969.2
Line.LN8939783-1,bus1=221-240991.1,bus2=L3066817.1
Line.LN6350543-1,bus1=M1026662,bus2=L2673319
Line.LN5661951-2,bus1=M1047593.1,bus2=N1136993.1
Line.LN5683815-1,bus1=L3104121.1,bus2=L3104113.1
Line.LN5715051-1,bus1=M1166356.1,bus2=L3104856.1
Line.LN5865231-1,bus1=M1069148.3,bus2=L2785518.3
Line.LN5621857-2,bus1=P901934.1,bus2=N1140517.1
Line.LN81048110-3,bus1=L3214549.1,bus2=M1108393.1
Line.LN6076247-1,bus1=M1069494.3,bus2=L2745806.3
Line.LN8979370-2,bus1=L2915534.1,bus2=193-48013.1
Line.LN5985348-2,bus1=L3157710.2,bus2=M1047793.2
Line.LN6138600-1,bus1=M1089176.3,bus2=M1089179.3
Line.LN5866235-1,bus1=M1108257.2,bus2=L3142078.2
Line.LN5774452-1,bus1=M1108340.3,bus2=L2916605.3
Line.LN5898408-1,bus1=M1069533.2,bus2=196-29521.2
Line.LN6108121-1,bus1=M1009838.2,bus2=L2804245.2
Line.LN6140775-4,bus1=P827511.3,bus2=N1140527.3
Line.LN6505942-2,bus1=M1069393.2,bus2=L3029501.2
Line.LN6199529-1,bus1=M1047346.3,bus2=L3254219.3
Line.LN5775469-1,bus1=M1125940.2,bus2=L3254915.2
Line.LN5837356-1,bus1=M1047325.1,bus2=P827532.1
Line.LN6991377-15,bus1=L3727707.1,bus2=L3727708.1
Line.LN5774461-1,bus1=L3160105.3,bus2=L3235251.3
Line.LN6078773-1,bus1=M1142798.2,bus2=M1142801.2
Line.LN5768778-2,bus1=M1010016.1,bus2=L3251807.1
Line.LN5804804-1,bus1=M1026858,bus2=M1026854
Line.LN7167521-1,bus1=M4362177,bus2=M1186052
Line.LN5745385-1,bus1=M1142811.1,bus2=L2992657.1
Line.LN5487004-6,bus1=M1026834.3,bus2=N1147860.3
Line.LN6108165-1,bus1=M1069597.2,bus2=L3197653.2
Line.LN6074369-2,bus1=M1069610.2,bus2=L2991929.2
Line.LN6320342-1,bus1=L3197646,bus2=M1026851
Line.LN6991380-2,bus1=M3949154.1,bus2=L3728042.1
Line.LN5894206-1,bus1=M1047720,bus2=L2895449
Line.LN5835146-1,bus1=L3104131.1,bus2=M1026377.1
Line.LN6163946-1,bus1=P873787.2,bus2=M1069463.2
Line.LN5624376-2,bus1=M3037455.3,bus2=L3086074.3
Line.LN6505944-3,bus1=N1138595.2,bus2=M3036167.2
Line.LN5803283-1,bus1=M1069588.2,bus2=M1069590.2
Line.LN5517002-2,bus1=L3143999,bus2=M1069350
Line.LN5835133-1,bus1=M1089179.3,bus2=M1069451.3
Line.LN6320355-1,bus1=L3160115.2,bus2=L2935567.2
Line.LN5873976-1,bus1=M1209828.3,bus2=L3253570.3
Line.LN5502526-3,bus1=N1137989.3,bus2=L3122814.3
Line.LN5865239-1,bus1=M1026935.2,bus2=L2935556.2
Line.LN5800693-1,bus1=M1009651,bus2=M1009650
Line.LN5865246-2,bus1=M1026655.1,bus2=N1141474.1
Line.LN5502526-2,bus1=M1047737.3,bus2=N1137989.3
Line.LN6320341-2,bus1=M3037452.1,bus2=M1026387.1
Line.LN6049964-1,bus1=M1166369.1,bus2=P829978.1
Line.LN6198041-1,bus1=M1166361.1,bus2=L2692661.1
Line.LN6411386-2,bus1=M1047522.1,bus2=N1136664.1
Line.LN6350569-1,bus1=M1047809.2,bus2=M1047812.2
Line.LN5472354-1,bus1=M1027039,bus2=M1027043
Line.LN6017303-1,bus1=M1026320.2,bus2=L2879079.2
Line.LN6411371-1,bus1=M1047649,bus2=L2973153
Line.LN5623408-1,bus1=M1026347,bus2=M1026341
Line.LN5744360-1,bus1=M1026997.2,bus2=L3216361.2
Line.LN5563935-1,bus1=M1125916.2,bus2=M1125913.2
Line.LN5744337-1,bus1=L2673320.2,bus2=L3048209.2
Line.LN6274208-1,bus1=M1108395,bus2=L2896685
Line.LN5986936-1,bus1=M1026343.1,bus2=L2748135.1
Line.LN6412352-1,bus1=L2767409.2,bus2=M1142800.2
Line.LN5960126-1,bus1=M1166395.3,bus2=M1166400.3
Line.LN5865247-1,bus1=M1026704.2,bus2=L2991915.2
Line.LN5503575-1,bus1=M1142839,bus2=M1142832
Line.LN5863824-1,bus1=M1047435.1,bus2=L2970841.1
Line.LN6321372-3,bus1=M1108493,bus2=N1142103
Line.LN5480058-1,bus1=M1047404.1,bus2=L3091052.1
Line.LN6320367-2,bus1=N1137960,bus2=M1047309
Line.LN6380810-1,bus1=M1047732,bus2=M1047737
Line.LN6504019-6,bus1=M3032980,bus2=M1186065
Line.LN6392977-2,bus1=M1027080.1,bus2=L3215340.1
Line.LN8978753-1,bus1=198-5320,bus2=221-311359
Line.LN81048093-1,bus1=M1108393.1,bus2=193-51796.1
Line.LN6046049-1,bus1=M1069595.2,bus2=M1069607.2
Line.LN5744361-1,bus1=L2860485.2,bus2=L2860506.2
Line.LN6048526-1,bus1=M1166398.3,bus2=L3142050.3
Line.LN5496577-1,bus1=M1125913.2,bus2=L3068944.2
Line.LN6326450-1,bus1=E184626,bus2=M1166377
Line.LN6318427-2,bus1=L2989432.2,bus2=L3066830.2
Line.LN6078775-1,bus1=M1209775,bus2=M1209774
Line.LN5956472-1,bus1=M1026693.2,bus2=L2991916.2
Line.LN6440003-1,bus1=M1010014.1,bus2=M1010011.1
Line.LN5804788-1,bus1=M1069365.3,bus2=L3235243.3
Line.LN5928543-1,bus1=M1047486.1,bus2=P827502.1
Line.LN6017293-1,bus1=M1026960,bus2=M1026970
Line.LN6505948-2,bus1=L2673317.1,bus2=L2710517.1
Line.LN6991379-4,bus1=L3727711.1,bus2=L3727712.1
Line.LN5866274-1,bus1=L3236011.2,bus2=L3198358.2
Line.LN6351523-2,bus1=N1230121.3,bus2=M1108316.3
Line.LN6077776-1,bus1=M1069218.3,bus2=L2860486.3
Line.LN6017294-1,bus1=M1027000,bus2=L2916608
Line.LN5735714-1,bus1=M1108514.3,bus2=M1108508.3
Line.LN5773033-1,bus1=M1047513.3,bus2=P901913.3
Line.LN5895769-1,bus1=M1008758.2,bus2=L2673300.2
Line.LN5637597-1,bus1=M1069311.1.3,bus2=M1069285.1.3
Line.LN5898055-3,bus1=N1139255.1,bus2=P827500.1
Line.V9111_48332_sw,bus1=D6108141-1_INT,bus2=E206209
Line.LN6108141-1,bus1=M1047521,bus2=D6108141-1_INT
Line.LN6260928-1,bus1=L3030126.3,bus2=L3254870.3
Line.LN8979249-2,bus1=221-311609,bus2=L2915542
Line.LN81354564-8,bus1=L3645809.3,bus2=L3645810.3
Line.LN6380813-1,bus1=M1026970,bus2=M1026977
Line.LN6411386-3,bus1=N1136664.1,bus2=L3085401.1
Line.LN5774449-1,bus1=M1089204.1,bus2=L3010557.1
Line.LN5926302-1,bus1=M1027023,bus2=L3254213
Line.LN6212942-1,bus1=M1069738.2,bus2=L2690941.2
Line.LN5836177-1,bus1=M1125905.2,bus2=L2748839.2
Line.X8271_48332_sw,bus1=D5712486-1_INT.3,bus2=E206210.3
Line.LN5712486-1,bus1=M1069226.3,bus2=D5712486-1_INT.3
Line.LN5803300-1,bus1=M1027114.1,bus2=L2876812.1
Line.LN5878934-1,bus1=M1069738.2,bus2=L3234185.2
Line.LN6047557-3,bus1=N1134475,bus2=M1069497
Line.LN5986926-3,bus1=N1144664.3,bus2=L3178972.3
Line.LN6411373-2,bus1=M1026902.1,bus2=N1147864.1
Line.LN6660515-2,bus1=M3327097.2,bus2=L3448661.2
Line.LN5865226-1,bus1=M1009828.2,bus2=L2766715.2
Line.LN6198014-1,bus1=P827561.3,bus2=M1026705.3
Line.LN6167754-3,bus1=N1147859.2,bus2=P827573.2
Line.LN5661951-3,bus1=N1136993.1,bus2=L2972930.1
Line.LN6138602-1,bus1=L3178971.1,bus2=L2879067.1
Line.LN6350530-1,bus1=M1047819.2,bus2=M1047821.2
Line.LN6411384-1,bus1=L3160104.2,bus2=M1047471.2
Line.LN5986931-2,bus1=M3036165.2,bus2=L3235252.2
Line.LN5804829-1,bus1=M1008758.2,bus2=L2710537.2
Line.LN6383059-1,bus1=M1047568,bus2=P827527
Line.LN5532738-1,bus1=L2684420.2,bus2=M1047824.2
Line.LN6506309-1,bus1=L2785517.3,bus2=L3066809.3
Line.LN81354564-4,bus1=P1121283.3,bus2=221-559682.3
Line.LN6492183-1,bus1=L3082993.1,bus2=M3016088.1
Line.LN5532753-1,bus1=L3122821,bus2=M1047486
Line.V7041_48332_sw,bus1=D5867591-1_INT,bus2=E183472
Line.LN5867591-1,bus1=M1125994,bus2=D5867591-1_INT
Line.LN5591284-1,bus1=L2673319,bus2=M1026658
Line.LN6201670-1,bus1=L3160863.3,bus2=L2730108.3
Line.LN5986920-1,bus1=L3048200.2,bus2=M1008733.2
Line.LN5865271-1,bus1=M1026354,bus2=L3235275
Line.LN5774467-1,bus1=M1026309.2,bus2=L2804260.2
Line.LN5799408-1,bus1=M1089213,bus2=L3118855
Line.LN6290207-1,bus1=M1069155.1,bus2=L3085395.1
Line.LN5727681-1,bus1=L3159037.2,bus2=M1069738.2
Line.LN6258429-1,bus1=M1009698.1,bus2=M1026767.1
