Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"L2763407", 12.47, 3,    7528.28,   91.3,    1.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6023352-1_INT", 12.47, 1,    7504.72,  -29.0,    1.0424, 2,    7625.34, -148.1,    1.0591, 3,    7590.08,   92.5,    1.0542, 0, 0, 0, 0
"M1047750", 12.47, 1,    7334.48,  -31.1,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2708293", 12.47, 1,    7334.48,  -31.1,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3176656", 12.47, 1,    7360.15,  -31.2,    1.0223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047548", 12.47, 1,    7407.26,  -31.2,    1.0288, 2,    7407.07, -149.3,    1.0288, 3,    7414.98,   95.6,    1.0299, 0, 0, 0, 0
"M1089185", 12.47, 1,    7320.66,  -28.3,    1.0168, 2,    7676.67, -147.2,    1.0663, 3,    7580.61,   94.8,    1.0529, 0, 0, 0, 0
"L2748781", 12.47, 1,    7255.41,  -28.2,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026695", 12.47, 1,     7271.1,  -31.4,    1.0099, 2,    7403.88, -149.2,    1.0284, 3,    7355.47,   95.8,    1.0217, 0, 0, 0, 0
"N1140818", 12.47, 1,    7269.17,  -31.4,    1.0097, 2,    7403.76, -149.2,    1.0284, 3,    7354.36,   95.8,    1.0215, 0, 0, 0, 0
"L2860501", 12.47, 2,    7289.87, -149.5,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209800", 12.47, 1,    7567.54,  -29.3,    1.0511, 2,    7577.09, -148.7,    1.0524, 3,    7577.25,   91.4,    1.0525, 0, 0, 0, 0
"L2839332", 12.47, 3,    7577.25,   91.4,    1.0525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954353", 12.47, 1,    7434.44,  -31.1,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2726974", 12.47, 2,    7507.08, -148.6,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785527", 12.47, 1,    7423.86,  -30.5,    1.0312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766729", 12.47, 1,    7423.79,  -30.5,    1.0311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069376", 12.47, 1,    7322.86,  -31.2,    1.0171, 2,    7308.23, -149.7,    1.0151, 3,    7372.94,   95.4,    1.0241, 0, 0, 0, 0
"M1027005", 12.47, 2,    7264.07, -149.6,     1.009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3176660", 12.47, 2,    7526.48, -148.5,    1.0454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125943", 12.47, 3,    7586.68,   94.3,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026874", 12.47, 1,    7298.33,  -31.7,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125969", 12.47, 1,    7371.98,  -28.4,    1.0239, 2,     7672.8, -147.4,    1.0657, 3,    7587.32,   94.3,    1.0539, 0, 0, 0, 0
"L2673343", 12.47, 2,    7269.75, -149.6,    1.0097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2764436", 12.47, 2,    7269.75, -149.6,    1.0097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5565090-1_INT", 12.47, 2,    7291.51, -150.3,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029495", 12.47, 2,    7291.66, -150.3,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1134479", 12.47, 1,    7299.19,  -29.9,    1.0138, 2,    7551.03, -148.4,    1.0488, 3,    7522.58,   95.6,    1.0449, 0, 0, 0, 0
"L2823592", 12.47, 1,    7570.71,  -29.3,    1.0516, 2,    7573.17, -148.8,    1.0519, 3,    7576.57,   91.3,    1.0524, 0, 0, 0, 0
"L2933164", 12.47, 1,    7492.98,  -29.3,    1.0408, 2,    7560.19, -148.6,    1.0501, 3,    7559.35,   91.8,      1.05, 0, 0, 0, 0
"L2992624", 12.47, 1,    7517.31,  -28.8,    1.0441, 2,    7617.23, -148.0,     1.058, 3,     7593.6,   92.5,    1.0547, 0, 0, 0, 0
"L3232301", 12.47, 3,    7366.96,   95.4,    1.0233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1010017", 12.47, 1,    7171.45,  -31.9,    0.9961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2858175", 12.47, 1,    7171.41,  -31.9,   0.99609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1009820", 12.47, 2,    7324.62, -149.8,    1.0174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3045895", 12.47, 1,    3793.49,  -82.8,   0.52691, 2,    3793.49,  -82.8,   0.52691, 3,    7569.93,   92.2,    1.0514, 4, 1.6443E-020,  -82.8, 2.2839E-024
"L2841618", 12.47, 1,    7321.83,  -31.2,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209817", 12.47, 1,    7576.22,  -29.4,    1.0523, 2,    7555.26, -148.9,    1.0494, 3,     7570.8,   91.1,    1.0516, 0, 0, 0, 0
"L2785547", 12.47, 2,    7252.76, -149.8,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"221-311595", 12.47, 3,    7367.27,   95.4,    1.0233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"F739841", 12.47, 2,    7404.01, -150.1,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L0247160", 12.47, 2,       7404, -150.1,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122823", 12.47, 2,    7335.94, -150.2,    1.0189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048966", 12.47, 3,    7584.82,   92.2,    1.0535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142810", 12.47, 1,     7507.8,  -28.8,    1.0428, 2,    7617.88, -148.0,    1.0581, 3,    7594.44,   92.6,    1.0548, 0, 0, 0, 0
"M1027109", 12.47, 1,     7178.1,  -31.9,   0.99702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3101788", 12.47, 1,    7177.91,  -31.9,   0.99699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P903490", 12.47, 3,    7586.84,   94.0,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916603", 12.47, 2,    7261.03, -149.6,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160106", 12.47, 1,    7257.61,  -31.4,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5563942-4_INT", 12.47, 1,    7498.38,  -28.9,    1.0415, 2,    7630.56, -148.0,    1.0599, 3,    7592.14,   92.6,    1.0545, 0, 0, 0, 0
"Q16483", 12.47, 1,    7498.39,  -28.9,    1.0415, 2,    7630.65, -148.0,    1.0599, 3,    7592.27,   92.6,    1.0545, 0, 0, 0, 0
"M1069514", 12.47, 1,    7254.84,  -30.4,    1.0077, 2,    7559.23, -148.7,      1.05, 3,    7520.73,   95.6,    1.0446, 0, 0, 0, 0
"P850083", 12.47, 1,    7320.65,  -28.3,    1.0168, 2,    7676.67, -147.2,    1.0663, 3,     7580.6,   94.8,    1.0529, 0, 0, 0, 0
"L3178988", 12.47, 2,    7529.08, -148.5,    1.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010568", 12.47, 1,    7478.13,  -31.0,    1.0387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026356", 12.47, 1,    7395.81,  -30.5,    1.0273, 2,    7357.41, -150.2,    1.0219, 3,    7532.35,   90.6,    1.0462, 0, 0, 0, 0
"L2989600", 12.47, 1,    7513.08,  -29.0,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026487", 12.47, 2,     7403.3, -150.1,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069348", 12.47, 3,    7368.62,   95.4,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2804248", 12.47, 1,    3639.91,   35.7,   0.50557, 2,    7264.13, -149.6,     1.009, 3,    3639.91,   35.7,   0.50557, 4, 1.65843E-020,   35.7, 2.3035E-024
"L2729413", 12.47, 1,    7331.03,  -31.6,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673314", 12.47, 3,    7399.54,   95.7,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785528", 12.47, 2,    7422.64, -150.0,     1.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897773", 12.47, 1,    7369.21,  -31.2,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010567", 12.47, 3,    7501.21,   91.2,    1.0419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991917", 12.47, 2,    7328.97, -150.2,     1.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766730", 12.47, 2,    7334.52, -149.8,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166407", 12.47, 3,    7502.97,   91.2,    1.0421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1008753", 12.47, 2,     7296.9, -150.3,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047419", 12.47, 1,    7224.01,  -31.5,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089207", 12.47, 1,    7359.97,  -29.4,    1.0223, 2,    7541.95, -147.9,    1.0476, 3,    7512.96,   95.6,    1.0435, 0, 0, 0, 0
"M1047572", 12.47, 1,     7401.3,  -31.2,     1.028, 2,    7399.35, -149.3,    1.0278, 3,    7413.34,   95.6,    1.0297, 0, 0, 0, 0
"M1108329", 12.47, 3,    7569.86,   92.2,    1.0514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1138599", 12.47, 1,     7322.9,  -31.2,    1.0171, 2,     7308.2, -149.7,    1.0151, 3,    7372.67,   95.4,     1.024, 0, 0, 0, 0
"L3217057", 12.47, 1,    7561.66,  -29.3,    1.0503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"193-103041", 12.47, 3,    7405.97,   95.6,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785515", 12.47, 3,    7507.17,   92.1,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069206", 12.47, 3,     7497.7,   91.2,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2729424", 12.47, 1,    7295.42,  -29.9,    1.0133, 2,    3655.63,  155.3,   0.50776, 3,    3655.63,  155.3,   0.50776, 4, 1.65674E-020,  155.3, 2.3012E-024
"L2917359", 12.47, 1,    7508.06,  -28.8,    1.0429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3037538", 12.47, 1,    7307.28,  -31.6,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3027133", 12.47, 1,    7307.25,  -31.6,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197627", 12.47, 3,     7516.6,   92.1,     1.044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069187", 12.47, 1,     7480.6,  -30.0,     1.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748129", 12.47, 1,    7480.55,  -30.0,     1.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6290228-6_INT", 12.47, 1,    7244.73,  -30.4,    1.0063, 2,    7558.37, -148.7,    1.0498, 3,    7519.12,   95.6,    1.0444, 0, 0, 0, 0
"Q16642", 12.47, 1,    7244.51,  -30.4,    1.0062, 2,    7558.27, -148.7,    1.0498, 3,    7519.06,   95.6,    1.0444, 0, 0, 0, 0
"N1136657", 12.47, 1,    7252.95,  -30.4,    1.0074, 2,    7559.07, -148.7,    1.0499, 3,    7520.43,   95.6,    1.0446, 0, 0, 0, 0
"L3027671", 12.47, 1,     7322.1,  -28.3,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108423", 12.47, 1,    7321.63,  -28.3,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136665", 12.47, 1,    7434.44,  -31.1,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710532", 12.47, 3,    7349.85,   95.8,    1.0209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785526", 12.47, 2,    7340.24, -150.2,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2857591", 12.47, 1,    7307.18,  -31.6,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841630", 12.47, 3,    7512.57,   91.2,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3312692", 12.47, 1,    7165.64,  -31.9,   0.99529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069495", 12.47, 1,    7317.88,  -29.8,    1.0164, 2,    7548.51, -148.3,    1.0485, 3,    7519.47,   95.6,    1.0444, 0, 0, 0, 0
"L3179678", 12.47, 1,     7511.6,  -29.1,    1.0433, 2,    7586.84, -148.3,    1.0538, 3,     7577.4,   92.0,    1.0525, 0, 0, 0, 0
"M1149225", 12.47, 2,    7617.18, -148.0,     1.058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"R42246", 12.47, 1,     7243.6,  -30.4,    1.0061, 2,     7558.1, -148.8,    1.0498, 3,    7518.89,   95.6,    1.0444, 0, 0, 0, 0
"L3632979", 12.47, 1,    7236.18,  -31.7,    1.0051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P841985", 12.47, 2,    7410.89, -150.0,    1.0294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104796", 12.47, 3,     7586.7,   94.0,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1141476", 12.47, 1,    7517.89,  -28.8,    1.0442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785519", 12.47, 1,    7480.53,  -30.0,     1.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104122", 12.47, 1,     7480.5,  -30.0,     1.039, 2,    3748.59,  155.1,   0.52067, 3,    3748.59,  155.1,   0.52067, 4, 1.64805E-020,  155.1, 2.2891E-024
"L3197618", 12.47, 1,    7320.07,  -31.6,    1.0167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E192258", 12.47, 1,    7540.13,  -29.2,    1.0473, 2,    7596.36, -148.5,    1.0551, 3,    7581.78,   91.9,    1.0531, 0, 0, 0, 0
"D5534970-1_INT", 12.47, 1,    7307.73,  -31.3,     1.015, 2,    7400.79, -149.2,     1.028, 3,    7367.15,   95.7,    1.0233, 0, 0, 0, 0
"L2841633", 12.47, 1,    7314.65,  -31.3,     1.016, 2,    7400.28, -149.2,    1.0279, 3,    7369.41,   95.7,    1.0236, 0, 0, 0, 0
"L3254206", 12.47, 2,    7310.77, -149.8,    1.0154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1145954", 12.47, 1,    7411.69,  -30.5,    1.0295, 2,    7382.64, -150.1,    1.0254, 3,    7529.73,   90.6,    1.0459, 0, 0, 0, 0
"P827580", 12.47, 1,    7411.68,  -30.5,    1.0295, 2,    7382.63, -150.1,    1.0254, 3,    7529.72,   90.6,    1.0459, 0, 0, 0, 0
"L2955074", 12.47, 1,    7512.25,  -28.8,    1.0434, 2,    7620.18, -148.0,    1.0584, 3,    7593.76,   92.5,    1.0548, 0, 0, 0, 0
"L2970845", 12.47, 2,    7609.89, -148.1,     1.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010585", 12.47, 1,     7303.7,  -31.6,    1.0145, 2,    3659.79,  153.6,   0.50834, 3,    3659.79,  153.6,   0.50834, 4, 1.6563E-020,  153.6, 2.3006E-024
"L2861219", 12.47, 2,    7622.33, -148.0,    1.0587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104135", 12.47, 1,    7388.19,  -30.5,    1.0262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254203", 12.47, 2,     7255.9, -149.6,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954352", 12.47, 3,    7512.55,   91.2,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047400", 12.47, 1,    7218.36,  -31.5,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2842379", 12.47, 1,    7517.71,  -28.8,    1.0442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916617", 12.47, 2,    7511.69, -148.6,    1.0434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136670", 12.47, 1,    7406.39,  -31.2,    1.0287, 2,    7405.94, -149.3,    1.0287, 3,    7414.74,   95.6,    1.0299, 0, 0, 0, 0
"L2766727", 12.47, 2,    7335.12, -150.2,    1.0188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2727019", 12.47, 1,    7513.18,  -29.0,    1.0436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2801909", 12.47, 1,    7575.96,  -29.4,    1.0523, 2,    7556.19, -148.9,    1.0495, 3,    7571.09,   91.1,    1.0516, 0, 0, 0, 0
"M1047831", 12.47, 2,    7255.99, -149.6,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748131", 12.47, 1,    3646.36,   35.7,   0.50647, 2,    7276.97, -149.6,    1.0108, 3,    3646.36,   35.7,   0.50647, 4, 1.65777E-020,   35.7, 2.3026E-024
"L2729427", 12.47, 2,    7275.65, -149.6,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766717", 12.47, 3,       7505,   91.2,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879064", 12.47, 1,    7483.84,  -30.0,    1.0395, 2,    3750.26,  155.1,    0.5209, 3,    3750.26,  155.1,    0.5209, 4, 1.6479E-020,  155.1, 2.2889E-024
"L3195318", 12.47, 1,    3754.63,   36.0,   0.52151, 2,    7492.54, -149.0,    1.0407, 3,    3754.63,   36.0,   0.52151, 4, 1.64756E-020,   36.0, 2.2884E-024
"L3254204", 12.47, 1,    7347.96,  -31.3,    1.0206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973148", 12.47, 1,    7364.28,  -29.3,    1.0229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2801902", 12.47, 2,    7514.89, -148.6,    1.0438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748146", 12.47, 1,    7481.05,  -30.0,    1.0391, 2,    3748.86,  155.1,   0.52071, 3,    3748.86,  155.1,   0.52071, 4, 1.64802E-020,  155.1, 2.2891E-024
"N1139549", 12.47, 1,    7239.33,  -31.5,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1138593", 12.47, 1,    7334.23,  -31.5,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197624", 12.47, 2,    7256.59, -149.6,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069558", 12.47, 2,    7529.46, -148.5,    1.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197654", 12.47, 1,    7227.74,  -30.5,    1.0039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710505", 12.47, 2,    7255.91, -149.6,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879065", 12.47, 2,    7406.74, -150.0,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166358", 12.47, 3,    7585.67,   92.2,    1.0536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2898522", 12.47, 1,    7512.93,  -29.0,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2992556", 12.47, 3,    7537.32,   91.3,    1.0469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"196-35813", 12.47, 1,    7370.21,  -31.2,    1.0237, 2,    7395.59, -149.2,    1.0272, 3,    7390.61,   95.7,    1.0265, 0, 0, 0, 0
"L3064514", 12.47, 3,     7499.2,   91.2,    1.0416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141402", 12.47, 3,    7345.08,   95.8,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2859391", 12.47, 2,    7334.28, -149.8,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860489", 12.47, 1,    7385.67,  -30.5,    1.0259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026989", 12.47, 2,    7270.11, -149.6,    1.0098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209752", 12.47, 2,    7594.84, -148.5,    1.0549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710514", 12.47, 2,    7284.29, -149.6,    1.0118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2726975", 12.47, 2,    7253.75, -149.6,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3649306", 12.47, 1,     7357.5,  -31.5,    1.0219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2767407", 12.47, 2,    7615.22, -148.0,    1.0577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2730107", 12.47, 3,    7495.78,   95.6,    1.0411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M4113347", 12.47, 1,    7323.28,  -31.2,    1.0172, 2,    7307.89, -149.7,     1.015, 3,    7368.69,   95.4,    1.0235, 0, 0, 0, 0
"L3216339", 12.47, 2,    7292.01, -150.3,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5472341-1_INT", 12.47, 2,    7403.81, -150.1,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"F739842", 12.47, 2,    7403.81, -150.1,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897792", 12.47, 1,     7254.6,  -30.4,    1.0076, 2,    3635.13,  154.9,   0.50491, 3,    3635.13,  154.9,   0.50491, 4, 1.65883E-020,  154.9, 2.3041E-024
"M1026800", 12.47, 1,    7345.47,  -31.3,    1.0203, 2,    7397.76, -149.2,    1.0275, 3,    7379.65,   95.7,     1.025, 0, 0, 0, 0
"M1026797", 12.47, 1,    7341.47,  -31.3,    1.0197, 2,    7398.06, -149.2,    1.0276, 3,    7378.04,   95.7,    1.0248, 0, 0, 0, 0
"L2729407", 12.47, 2,    7410.18, -150.0,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3342743", 12.47, 3,    7405.82,   95.6,    1.0286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122818", 12.47, 3,    7398.51,   95.7,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047430", 12.47, 1,    7230.86,  -31.5,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048203", 12.47, 2,    7274.31, -149.6,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2936276", 12.47, 2,    7596.22, -148.5,    1.0551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860499", 12.47, 1,    3773.39,   36.5,   0.52411, 2,     7529.9, -148.5,    1.0459, 3,    3773.39,   36.5,   0.52411, 4, 1.64598E-020,   36.5, 2.2862E-024
"P827564", 12.47, 3,    7368.66,   95.4,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3030205", 12.47, 3,     7585.6,   92.2,    1.0536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3008248", 12.47, 1,    7174.56,  -31.9,   0.99653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2804250", 12.47, 3,    7549.23,   92.2,    1.0486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954354", 12.47, 1,    7418.46,  -30.5,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673321", 12.47, 1,    7418.42,  -30.5,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197634", 12.47, 2,    7368.95, -149.7,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141389", 12.47, 1,     7320.2,  -31.6,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935559", 12.47, 1,    7381.36,  -30.5,    1.0253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P895087", 12.47, 1,    7364.46,  -29.3,    1.0229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254217", 12.47, 1,    7348.41,  -31.3,    1.0207, 2,    7397.35, -149.2,    1.0275, 3,    7380.86,   95.7,    1.0252, 4, 2.09126E-020,  111.4, 2.9047E-024
"L3101782", 12.47, 1,    7255.43,  -28.2,    1.0078, 2,    3635.54,  157.1,   0.50497, 3,    3635.54,  157.1,   0.50497, 4, 1.6588E-020,  157.1, 2.304E-024
"L2745799", 12.47, 3,    7400.31,   95.7,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3082983", 12.47, 2,    7517.87, -148.6,    1.0442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2691966", 12.47, 2,    7523.78, -148.5,     1.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136368", 12.47, 1,    7254.68,  -30.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
